번호,소관부처,사업수행기관,지원분야,공고명,신청시작일자,신청종료일자,등록일자,공고상세URL
691,산업통상부,한국엔지니어링협회,내수,2026년 엔지니어링산업 발전 유공 포상계획 공고,2026-01-05,2026-02-06,2026-01-08,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117238
692,충청남도,직접수행,금융,[충남] 2026년 식품진흥기금 시설개선자금 융자계획 공고,2026-01-07,2026-09-30,2026-01-08,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117232
693,해양수산부,해양수산과학기술진흥원,기술,2026년 지능형 빅데이터 분석기반 해양환경누적영향평가 및 의사결정 지원 기술개발 사업 신규과제 선정계획 공고,2026-01-26,2026-02-19,2026-01-08,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117228
694,해양수산부,해양수산과학기술진흥원,기술,2026년 해양생물 유래 바이오소재를 활용한 노화 극복 기술 개발 사업 신규과제 선정계획 공고,2026-01-19,2026-02-12,2026-01-08,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117227
695,보건복지부,한국노인인력개발원,인력,2026년 현장실습 훈련(시니어인턴십) 참여기업 모집 공고,2026-01-01,2026-12-31,2026-01-08,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117225
696,산업통상부,충북테크노파크,경영,2026년 1차 콘크리트 2차 제품 제조기업 및 레미콘 기업지원 1차 수혜기업 모집 공고,2026-01-06,2026-02-05,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117207
697,과학기술정보통신부,한국여성과학기술인육성재단,인력,2026년 1차 과학기술분야 R&D 대체인력 활용 지원사업 모집 공고,2026-01-07,2026-02-13,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117224
698,대전광역시,대전신용보증재단,금융,[대전] 2026년 1차 소상공인 초저금리 특별자금 지원 계획 공고,2026-01-06,2026-12-31,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117223
699,대전광역시,대전신용보증재단,금융,[대전] 소상공인 경영위기극복 특례보증 지원 공고,2026-01-06,2026-12-31,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117221
700,중소벤처기업부,중소벤처기업진흥공단,인력,2026년 중소기업 특성화고 인력양성사업 참여기관 모집 공고,2026-01-07,2026-02-13,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117199
701,강원특별자치도,직접수행,금융,[강원] 2026년 농어촌진흥기금 지원계획 공고,2026-01-08,2026-03-31,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117196
702,농림축산식품부,한국식품산업클러스터진흥원 고령친화산업지원센터,기술,2026년 제1차 고령친화우수식품 신규지정 계획 공고,2026-02-09,2026-02-26,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117195
703,부산광역시,직접수행,금융,[부산] 2026년 식품진흥기금 융자사업 계획 공고,2026-01-06,2026-12-31,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117191
704,과학기술정보통신부,정보통신기획평가원,기술,2026년 1차 정보통신ㆍ방송 기술개발사업 및 표준개발지원사업 신규지원 대상과제 공고,2026-01-19,2026-02-10,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117189
705,경기도,경기신용보증재단,금융,[경기] 성남시 2026년 중소기업 특례보증 지원계획 공고,2026-01-05,2026-12-31,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117177
706,경기도,농협은행,금융,[경기] 성남시 2026년 중소기업육성자금 이차보전금 지원계획 공고,2026-01-01,2026-12-31,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117188
707,농촌진흥청,농림식품기술기획평가원,기술,2026년 AX기반지능형농작업협업산업화기술개발 및 지능형농작업로봇핵심기술개발 협업과제 시행계획 통합 공고,2026-01-12,2026-02-10,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117176
708,방송미디어통신위원회,정보통신기획평가원,기술,2026년 디지털미디어이노베이션기술개발(R&D) 사업 신규지원 대상과제 공고,2026-01-19,2026-02-12,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117187
709,산업통상부,한국산업기술기획평가원,기술,2026년 글로벌우수기업연구소육성사업(GATC) 신규지원 대상과제 공고,2026-01-19,2026-02-27,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117174
710,지식재산처,한국발명진흥회,수출,2026년 스위스 제네바 국제발명품전시회 참가 모집 공고,2026-01-05,2026-02-06,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117184
711,충청북도,충북테크노파크,기술,[충북] 청주 공정혁신시뮬레이션센터 구축 및 운영사업 기술지원 수혜기업 모집 공고,2026-01-05,2026-12-31,2026-01-07,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117171
712,경기도,경기북부지식재산센터,기술,[경기] 북부 2026년 글로벌 IP스타기업 육성 모집 공고,2026-01-12,2026-02-19,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117181
713,대구광역시,대구광역시행복진흥사회서비스원,인력,[대구] 2025년 4차 소상공인 맞춤형 출산ㆍ양육지원 사업 모집 공고,2026-01-08,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117168
714,경기도,경기대진테크노파크,경영,[경기] 포천시 2026년 소공인가구지원센터 운영 지원 사업 공고,2026-01-06,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117167
715,충청북도,충청북도기업진흥원,수출,[충북] 2026년 해외 국제 식품박람회(일본ㆍ태국) 충북관 참여기업 모집 공고,2026-01-05,2026-01-30,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117159
716,경상북도,경상북도경제진흥원,금융,[경북] 2026년 벤처기업 육성자금 운용계획 공고,2026-01-01,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117158
717,대전광역시,나노종합기술원,기술,[대전] 2025년 나노융합 현장수요기반 실증지원 사업 공인인증(KOLAS) 및 신뢰성지원 대상기업 모집 공고,2026-01-05,2026-02-06,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117155
718,경상북도,경상북도경제진흥원,금융,[경북] 2026년 산불피해기업 재해시설자금 이차보전 지원 계획 공고,2026-01-05,2026-07-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117154
719,경상북도,경상북도경제진흥원,금융,[경북] 2026년 창업 및 경쟁력강화 사업자금 지원 계획 공고,2026-01-05,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117162
720,경기도,기초자치단체,수출,[경기] 용인시 2026년 중소기업 수출멘토링 지원사업 참가기업 모집 공고,2026-01-05,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117153
721,중소벤처기업부,중소기업중앙회,경영,2026년 1분기 자랑스러운 중소기업인 신청 공고,2026-01-05,2026-02-06,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117152
722,전라남도,전라남도중소기업일자리경제진흥원,금융,[전남] 2026년 중소기업 육성자금 지원계획 공고,2026-01-05,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117140
723,인천광역시,기초자치단체,경영,[인천] 서구 2026년 청년기업 인증 신청 공고,2026-01-02,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117150
724,전라남도,전라남도중소기업일자리경제진흥원,금융,[전남] 2026년 중소기업 육성자금(사회적경제 (특별)경영안정자금) 지원계획 공고,2026-01-05,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117149
725,전라남도,직접수행,수출,[전남] 2026년 수출 중소기업 통ㆍ 번역비 지원 신청 공고,2026-01-02,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117139
726,전라남도,전라남도중소기업일자리경제진흥원,금융,[전남] 2026년 중소기업 육성자금(건설업 (특별)경영안정자금) 지원계획 공고,2026-01-05,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117147
727,과학기술정보통신부,정보통신기획평가원,기술,2026년 AX혁신기업창의기술개발 및 ICT전략융합R&D바우처지원 신규사업 지원과제 공고,2026-01-19,2026-02-10,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117138
728,전라남도,전라남도중소기업일자리경제진흥원,금융,[전남] 2026년 중소기업 육성자금(벤처기업 육성자금) 지원계획 공고,2026-01-05,2026-07-01,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117137
729,전라남도,전라남도중소기업일자리경제진흥원,금융,[전남] 2026년 중소기업 육성자금(창업 및 경쟁력강화자금) 지원계획 공고,2026-01-05,2026-07-01,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117135
730,전라남도,전라남도중소기업일자리경제진흥원,금융,[전남] 2026년 중소기업 육성자금(중소기업 경영안정자금) 지원계획 공고,2026-01-05,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117146
731,전라남도,전라남도중소기업일자리경제진흥원,금융,[전남] 2026년 중소기업 육성자금(중소유통업 구조개선자금) 지원계획 공고,2026-01-05,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117145
732,농림축산식품부,농림식품기술기획평가원,기술,2026년 노지스마트농업활용모델개발사업 시행계획 공고,2026-01-12,2026-02-10,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117143
733,중소벤처기업부,중소벤처기업진흥공단,경영,2026년 구조혁신지원사업 참여기업 모집 공고,2026-01-12,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117131
734,문화체육관광부,한국관광협회중앙회,금융,2026년 상반기 관광진흥개발기금 이차보전 지원 지침 공고,2025-12-31,2026-12-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117130
735,문화체육관광부,한국관광협회중앙회,금융,2026년 상반기 관광진흥개발기금 융자지원지침 공고,2025-12-31,2026-04-30,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117128
736,고용노동부,지에스씨넷,인력,[대구ㆍ경북] 2026년 청년일자리도약장려금 사업 참여기업 모집 공고,2026-01-26,2026-03-31,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117142
737,농림축산식품부,농림식품기술기획평가원,기술,2026년 첨단정밀육종활용고부가산업화기술개발사업 시행계획 공고,2026-01-12,2026-02-05,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117141
738,문화체육관광부,신용보증재단중앙회,금융,2026년 관광진흥개발기금 신용보증부 운영자금 특별융자 지원 지침 공고,2026-01-02,2026-11-13,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117127
739,부산광역시,부산경제진흥원,인력,[부산] 2025년 폐업소상공인 고용인센티브 지원사업(2026년 이월분) 참여기업 추가 모집 공고,2026-01-01,2026-05-10,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117100
740,농림축산식품부,농림식품기술기획평가원,기술,2026년 AX기반지능형농작업협업산업화기술개발사업 시행계획 공고,2026-01-12,2026-02-10,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117126
741,농림축산식품부,농림식품기술기획평가원,기술,2026년 첨단바이오기술기반수요연계형 그린바이오소재산업화기술개발 시행계획 공고,2026-01-12,2026-02-10,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117125
742,부산광역시,부산경제진흥원,경영,[부산] 2025년 폐업소상공인 희망두배통장 지원사업(2026년 이월분) 참여자 추가 모집 공고,2026-01-01,2026-05-10,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117098
743,농림축산식품부,농림식품기술기획평가원,기술,2026년 합성화학기반 K-신작물보호제 글로벌 산업화 시행계획 공고,2026-01-12,2026-02-10,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117124
744,농림축산식품부,농림식품기술기획평가원,기술,2026년 지속가능한 저탄소축산 확산을 위한 기술개발사업 시행계획 공고,2026-01-12,2026-02-12,2026-01-06,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117097
745,전라남도,전남테크노파크,기술,[전남] 2026년 글로벌 IP스타기업 육성 모집 공고,2026-01-12,2026-02-19,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117122
746,대전광역시,중소기업중앙회,금융,[대전] 서구 2026년 소상공인 경영안정자금 지원사업 공고,2026-01-05,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117096
747,광주광역시,광주테크노파크,경영,[광주] 2025년 지역기업 투자유치 역량강화를 위한 IR 참가기업 모집 공고,2026-01-02,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117118
748,울산광역시,울산경제일자리진흥원,금융,[울산] 2026년 중소기업 AI인프라 육성자금 지원계획 공고,2026-01-19,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117117
749,충청남도,신협중앙회,금융,[충남] 2026년 사회적경제기금 융자지원 계획 공고,2026-01-02,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117095
750,산업통상부,한국무역협회,수출,2026년 내수기업 수출기업화 사업 공고,2026-01-02,2026-03-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117116
751,충청남도,충남신용보증재단,금융,[충남] 2026년 소상공인자금 융자 지원계획 공고,2026-01-05,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117094
752,전라남도,전남신용보증재단,금융,[전남] 2026년 소상공인 육성자금지원계획 공고,2026-01-02,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117112
753,서울특별시,서울신용보증재단,금융,[서울] 2026년 중소기업육성자금 융자지원 계획 공고,2026-01-02,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117111
754,부산광역시,부산경제진흥원,금융,[부산] 2026년 중소기업 자금지원계획 공고,2026-01-02,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117091
755,경기도,신용협동조합,금융,[경기] 2026년 사회적경제조직 특별융자 사업 공고,2026-01-01,2026-12-31,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117109
756,농림축산식품부,한국식품산업클러스터진흥원,기술,2026년 한국식품산업클러스터진흥원 식품기업 해외인증 지원 사업 변경 공고,2026-01-06,2026-06-30,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117108
757,세종특별자치시,세종일자리경제진흥원,금융,[세종] 2026년 중소기업육성자금 지원계획 공고,2026-01-02,2026-12-10,2026-01-05,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117104
758,보건복지부,경기경영자총협회,인력,2026년 시니어인턴십 사업 참여 기업 모집 공고,2026-01-01,2026-11-30,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117085
759,대전광역시,대전신용보증재단,금융,[대전] 유성구 2026년 소상공인 특례보증 지원사업 공고,2026-01-05,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117103
760,인천광역시,기초자치단체,수출,[인천] 남동구 2026년 해외수출 물류비 지원사업 참가 업체 모집 공고,2026-01-02,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117081
761,고용노동부,직접수행,인력,2026년 고용창출장려금 및 고용안정장려금 사업 공고,2026-01-01,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117059
762,경기도,중소벤처기업진흥공단인천지역본부,인력,[경기] 부천시 2026년 내일채움공제 지원 계획 공고,2026-01-02,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117056
763,경기도,경기신용보증재단,금융,[경기] 부천시 2026년 특례보증 지원 계획 공고,2026-01-02,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117075
764,경기도,경기신용보증재단,금융,[경기] 부천시 2026년 중소기업특례보증 지원 계획 공고,2026-01-02,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117074
765,경기도,기초자치단체,내수,[경기] 부천시 2026년 골목형상점가 지정 모집 공고,2025-12-31,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117072
766,부산광역시,기초자치단체,금융,[부산] 사상구 2026년 소상공인 보증료 지원사업 대상자 모집 공고,2026-01-01,2026-12-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117071
767,대구광역시,경북대학교 지산학연협력기술연구소,기술,[대구] 기업 성장단계별 맞춤형 기술 지원사업 (Track 2-1) 모집 공고(대구형 R&D 전주기 지원체계 구축),2025-12-30,2026-01-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117055
768,대구광역시,경북대학교 지산학연협력기술연구소,기술,[대구] 기업 성장단계별 맞춤형 기술 지원사업 (Track 4) 모집 공고(대구형 R&D 전주기 지원체계 구축),2025-12-30,2026-01-31,2026-01-02,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117069
769,고용노동부,한국경영혁신중소기업협회,인력,2026년 미래내일 일경험(인턴형) 참여기업 모집 공고,2026-01-02,2026-06-30,2025-12-31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117053
770,경상북도,경북테크노파크,경영,[경북] 청년하우스 주거 지원 사업 전세대출이자ㆍ월세 지원 모집 공고(금호 이웃사촌마을 조성사업),2025-12-17,2026-11-13,2025-12-31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117068
771,세종특별자치시,신용보증기금,금융,[세종] 2026년 사회적경제 조직 금융(이차보전) 지원계획 공고,2026-01-02,2026-12-31,2025-12-31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117067
772,고용노동부,한국장애인고용공단,금융,장애인고용개선장려금 사업 공고,2025-12-30,2026-12-31,2025-12-31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117066
773,충청북도,충청북도기업진흥원,금융,[충북] 2026년 중소기업육성자금 융자(이차보전) 지원계획 공고,2026-01-12,2026-06-12,2025-12-31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117062
774,충청북도,충북신용보증재단,금융,[충북] 2026년 소상공인 육성자금 지원계획 공고,2026-01-07,2026-12-31,2025-12-31,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117038
775,전라남도,기초자치단체,경영,2026년 완도군 단체관광객 유치 여행사 인센티브 지원계획 공고,2026-01-01,2026-12-31,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117028
776,중소벤처기업부,중소기업기술정보진흥원,기술,2026년 지역특화 프로젝트 레전드50+ 연계 스마트공장 구축 지원사업 공고,2025-12-30,2026-02-27,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117020
777,중소벤처기업부,스마트제조혁신추진단,경영,2026년 대중소 상생형 스마트공장 주관기관 (대기업 등) 모집 공고,2026-01-02,2026-05-29,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117023
778,중소벤처기업부,스마트제조혁신추진단,기술,2026년 제조DX멘토단 활용지원사업 통합 공고,2026-02-02,2026-12-31,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117019
779,중소벤처기업부,소상공인시장진흥공단,인력,2026년 소상공인 고용보험료 지원사업 공고,2026-01-01,2026-12-31,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117022
780,중소벤처기업부,소상공인시장진흥공단,금융,2026년 중소벤처기업부 소상공인 정책자금 융자사업 공고,2026-01-05,2026-12-31,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117021
781,중소벤처기업부,중소벤처기업진흥공단,경영,2026년 지역특화 프로젝트 레전드 50+ 지원사업 통합 공고,2025-12-29,2026-03-31,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117000
782,중소벤처기업부,소상공인시장진흥공단,경영,2026년 중소벤처기업부 소상공인 지원사업 통합 공고,2025-12-29,2026-12-31,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117016
783,경상북도,경북신용보증재단,금융,[경북] 2026년 소상공인육성자금(경북버팀금융) 이차보전 지원 계획 공고,2025-12-29,2026-12-31,2025-12-30,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116998
784,보건복지부,한국보건산업진흥원,기술,2026년 국산의료기기 사용자(의료기관) 임상평가 지원 사업 모집 공고,2025-12-24,2026-02-06,2025-12-29,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000117011
785,과학기술정보통신부,한국지능정보사회진흥원,기술,2025년 4차 우선구매대상 지능정보제품 검증 시험평가 비용 지원 사업 공고,2025-12-26,2026-02-13,2025-12-29,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116996
786,탄소중립녹색성장위원회,직접수행,창업,넷제로 챌린지X 통합 공고,2025-12-22,2026-10-31,2025-12-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116975
787,경기도,경기대진테크노파크,경영,[경기] 양주시 2025년 2차 사물인터넷(IoT) 측정기기 부착 지원사업 추가 공고(소규모 사업장 방지시설 설치 지원사업),2025-12-24,2026-01-31,2025-12-26,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116972
788,경상남도,기초자치단체,경영,[경남] 김해시 2026년 가축분뇨 수집ㆍ운반 수수료 지원사업 신청서 접수 공고,2025-12-23,2026-12-31,2025-12-24,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116966
789,기후에너지환경부,한국환경공단,경영,2026년 스마트 생태공장 구축사업 공고,2026-01-12,2026-02-06,2025-12-24,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116955
790,경기도,경기대진테크노파크,경영,[경기] 동두천시 2025년 사물인터넷(IoT) 측정기기 부착 지원사업 공고,2025-12-23,2026-02-28,2025-12-24,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116920
791,중소벤처기업부,중소기업기술정보진흥원,기술,2026년 중소기업 기술개발 지원사업 통합 공고,2025-12-23,2026-12-31,2025-12-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116943
792,중소벤처기업부,중소벤처기업진흥공단,금융,2026년 중소기업 정책자금 융자계획 공고,2026-01-05,2026-12-31,2025-12-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116941
793,서울특별시,기초자치단체,창업,[서울] 은평구 청년식당 신규입점 청년 모집 공고,2025-12-22,2026-02-05,2025-12-23,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116913
794,국방부,한국조달연구원,경영,2026년 상반기 우수상용품 시범사용 제안제품 접수 공고,2025-12-15,2026-02-12,2025-12-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116922
795,중소벤처기업부,직접수행,창업,2026년 중앙부처 및 지자체 창업지원사업 통합 공고,2025-12-19,2026-12-31,2025-12-22,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116904
796,고용노동부,한국산업인력공단,인력,2026년 체계적 현장훈련(S-OJT) 참여기업 모집공고,2025-12-16,2026-02-27,2025-12-17,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116857
797,산업통상부,한국산업기술진흥원,기술,로봇ㆍ방산ㆍ이차전지 분야 국가첨단전략산업 특화단지 공모,2025-12-16,2026-02-27,2025-12-17,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116854
798,고용노동부,한국산업인력공단,인력,2026년 기업훈련 탄력운영제 참여기업 모집 공고,2026-01-02,2026-11-30,2025-12-17,https://www.bizinfo.go.kr/sii/siia/selectSIIA200Detail.do?pblancId=PBLN_000000000116853
